QuantumComputerID,T1CoherenceTime,T2CoherenceTime,Frequency,OperationID,OneQubitGateErrorRate
6,109.00,122.93,4.81,6,-7.32
6,133.00,48.85,4.75,6,-4.10
6,77.32,16.81,4.80,7,3.32
6,86.29,111.12,4.94,7,0.59
6,53.14,77.12,4.83,7,0.20
6,109.00,122.93,4.81,7,0.78
6,133.00,48.85,4.75,7,0.78
6,77.32,16.81,4.80,7,2.44
6,86.29,111.12,4.94,7,0.78
6,53.14,77.12,4.83,7,0.20
6,109.00,122.93,4.81,7,0.20
6,133.00,48.85,4.75,7,0.20
6,77.32,16.81,4.80,7,3.32
6,86.29,111.12,4.94,7,0.68
6,53.14,77.12,4.83,7,0.49
6,109.00,122.93,4.81,7,0.68
6,133.00,48.85,4.75,7,0.10
6,77.32,16.81,4.80,7,3.12
6,86.29,111.12,4.94,7,0.39
6,53.14,77.12,4.83,7,0.49
6,109.00,122.93,4.81,7,0.39
6,133.00,48.85,4.75,7,0.29
7,51.00,61.10,5.29,4,1.17
7,62.81,59.61,5.24,4,4.10
7,56.65,67.43,5.03,4,2.15
7,62.69,39.59,5.30,4,-2.25
7,38.06,25.23,5.08,4,-5.27
7,51.00,61.10,5.29,4,0.98
7,62.81,59.61,5.24,4,3.32
7,56.65,67.43,5.03,4,2.73
7,62.69,39.59,5.30,4,0.00
7,38.06,25.23,5.08,4,-7.52
7,51.00,61.10,5.29,4,4.49
7,62.81,59.61,5.24,4,4.39
7,56.65,67.43,5.03,4,2.34
7,62.69,39.59,5.30,4,0.29
7,38.06,25.23,5.08,4,-1.95
7,51.00,61.10,5.29,4,2.73
7,62.81,59.61,5.24,4,4.79
7,56.65,67.43,5.03,4,1.66
7,62.69,39.59,5.30,4,1.27
7,38.06,25.23,5.08,4,-5.27
7,51.00,61.10,5.29,4,4.00
7,62.81,59.61,5.24,4,5.37
7,56.65,67.43,5.03,4,3.71
7,62.69,39.59,5.30,4,0.98
7,38.06,25.23,5.08,4,-5.47
7,51.00,61.10,5.29,4,6.25
7,62.81,59.61,5.24,4,2.05
7,56.65,67.43,5.03,4,4.10
7,62.69,39.59,5.30,4,0.68
7,38.06,25.23,5.08,4,-7.32
7,51.00,61.10,5.29,5,-2.44
7,62.81,59.61,5.24,5,-3.12
7,56.65,67.43,5.03,5,-2.54
7,62.69,39.59,5.30,5,-2.73
7,38.06,25.23,5.08,5,-7.32
7,51.00,61.10,5.29,5,-1.76
7,62.81,59.61,5.24,5,-3.22
7,56.65,67.43,5.03,5,-2.44
7,62.69,39.59,5.30,5,-4.79
7,38.06,25.23,5.08,5,-3.71
7,51.00,61.10,5.29,5,-2.73
7,62.81,59.61,5.24,5,-2.93
7,56.65,67.43,5.03,5,-3.12
7,62.69,39.59,5.30,5,-3.32
7,38.06,25.23,5.08,5,-4.59
7,51.00,61.10,5.29,5,-2.15
7,62.81,59.61,5.24,5,-2.64
7,56.65,67.43,5.03,5,-3.32
7,62.69,39.59,5.30,5,-4.00
7,38.06,25.23,5.08,5,-3.42
7,51.00,61.10,5.29,6,-1.76
7,62.81,59.61,5.24,6,-3.03
7,56.65,67.43,5.03,6,-2.73
7,62.69,39.59,5.30,6,-4.39
7,38.06,25.23,5.08,6,-6.84
7,51.00,61.10,5.29,6,-2.54
7,62.81,59.61,5.24,6,-2.54
7,56.65,67.43,5.03,6,-2.34
7,62.69,39.59,5.30,6,-4.98
7,38.06,25.23,5.08,6,-3.61
7,51.00,61.10,5.29,6,-2.05
7,62.81,59.61,5.24,6,-3.61
7,56.65,67.43,5.03,6,-1.86
7,62.69,39.59,5.30,6,-4.00
7,38.06,25.23,5.08,6,-4.00
7,51.00,61.10,5.29,6,-2.25
7,62.81,59.61,5.24,6,-2.54
7,56.65,67.43,5.03,6,-2.44
7,62.69,39.59,5.30,6,-4.10
7,38.06,25.23,5.08,6,-4.69
7,51.00,61.10,5.29,7,1.17
7,62.81,59.61,5.24,7,0.78
7,56.65,67.43,5.03,7,0.88
7,62.69,39.59,5.30,7,1.56
7,38.06,25.23,5.08,7,1.86
7,51.00,61.10,5.29,7,1.37
7,62.81,59.61,5.24,7,1.37
7,56.65,67.43,5.03,7,0.59
7,62.69,39.59,5.30,7,2.34
7,38.06,25.23,5.08,7,1.56
7,51.00,61.10,5.29,7,1.95
7,62.81,59.61,5.24,7,1.66
7,56.65,67.43,5.03,7,1.37
7,62.69,39.59,5.30,7,1.37
7,38.06,25.23,5.08,7,1.46
7,51.00,61.10,5.29,7,1.76
7,62.81,59.61,5.24,7,1.37
7,56.65,67.43,5.03,7,0.88
7,62.69,39.59,5.30,7,1.46
7,38.06,25.23,5.08,7,0.98
4,67.27,16.84,5.10,4,-5.86
4,51.25,62.81,5.24,4,1.66
4,84.83,124.19,5.03,4,-6.15
4,89.70,55.32,4.90,4,3.52
4,64.70,38.82,5.03,4,5.66
4,22.65,54.14,5.07,4,-18.07
4,66.02,67.85,4.92,4,1.66
4,56.32,91.65,4.97,4,6.64
4,120.86,188.37,4.74,4,-5.76
4,44.75,79.26,4.96,4,-1.17
4,56.85,48.41,4.95,4,5.08
4,39.95,96.70,5.01,4,-14.55
4,5.60,9.39,4.76,4,-4.10
4,30.67,52.35,4.97,4,-9.18
4,67.27,16.84,5.10,4,-3.91
4,51.25,62.81,5.24,4,-5.37
4,84.83,124.19,5.03,4,-3.71
4,89.70,55.32,4.90,4,7.13
4,64.70,38.82,5.03,4,5.96
4,22.65,54.14,5.07,4,-18.65
4,66.02,67.85,4.92,4,5.57
4,56.32,91.65,4.97,4,5.57
4,120.86,188.37,4.74,4,-8.01
4,44.75,79.26,4.96,4,-2.34
4,56.85,48.41,4.95,4,4.20
4,39.95,96.70,5.01,4,-13.67
4,5.60,9.39,4.76,4,-3.12
4,30.67,52.35,4.97,4,-6.05
4,67.27,16.84,5.10,4,-4.49
4,51.25,62.81,5.24,4,-2.15
4,84.83,124.19,5.03,4,-3.03
4,89.70,55.32,4.90,4,2.93
4,64.70,38.82,5.03,4,3.61
4,22.65,54.14,5.07,4,-19.92
4,66.02,67.85,4.92,4,-0.98
4,56.32,91.65,4.97,4,12.21
4,120.86,188.37,4.74,4,-6.93
4,44.75,79.26,4.96,4,-1.86
4,56.85,48.41,4.95,4,2.64
4,39.95,96.70,5.01,4,-13.96
4,5.60,9.39,4.76,4,-4.39
4,30.67,52.35,4.97,4,-4.49
4,67.27,16.84,5.10,4,-7.42
4,51.25,62.81,5.24,4,-2.44
4,84.83,124.19,5.03,4,-3.32
4,89.70,55.32,4.90,4,0.39
4,64.70,38.82,5.03,4,4.59
4,22.65,54.14,5.07,4,-23.24
4,66.02,67.85,4.92,4,3.03
4,56.32,91.65,4.97,4,8.01
4,120.86,188.37,4.74,4,-8.01
4,44.75,79.26,4.96,4,-4.39
4,56.85,48.41,4.95,4,3.71
4,39.95,96.70,5.01,4,-12.50
4,5.60,9.39,4.76,4,-4.30
4,30.67,52.35,4.97,4,-10.25
4,67.27,16.84,5.10,4,-5.47
4,51.25,62.81,5.24,4,-1.76
4,84.83,124.19,5.03,4,-4.39
4,89.70,55.32,4.90,4,6.64
4,64.70,38.82,5.03,4,6.45
4,22.65,54.14,5.07,4,-18.65
4,66.02,67.85,4.92,4,-0.98
4,56.32,91.65,4.97,4,4.10
4,120.86,188.37,4.74,4,-4.88
4,44.75,79.26,4.96,4,-2.34
4,56.85,48.41,4.95,4,-3.03
4,39.95,96.70,5.01,4,-10.84
4,5.60,9.39,4.76,4,-4.88
4,30.67,52.35,4.97,4,-3.52
4,67.27,16.84,5.10,4,-3.12
4,51.25,62.81,5.24,4,-4.00
4,84.83,124.19,5.03,4,-5.96
4,89.70,55.32,4.90,4,6.15
4,64.70,38.82,5.03,4,6.25
4,22.65,54.14,5.07,4,-19.24
4,66.02,67.85,4.92,4,-5.18
4,56.32,91.65,4.97,4,7.03
4,120.86,188.37,4.74,4,-7.03
4,44.75,79.26,4.96,4,-2.34
4,56.85,48.41,4.95,4,0.00
4,39.95,96.70,5.01,4,-15.33
4,5.60,9.39,4.76,4,-2.54
4,30.67,52.35,4.97,4,-8.30
4,67.27,16.84,5.10,4,-2.44
4,51.25,62.81,5.24,4,-2.15
4,84.83,124.19,5.03,4,-3.03
4,89.70,55.32,4.90,4,6.35
4,64.70,38.82,5.03,4,8.50
4,22.65,54.14,5.07,4,-21.19
4,66.02,67.85,4.92,4,-3.32
4,56.32,91.65,4.97,4,2.54
4,120.86,188.37,4.74,4,-6.84
4,44.75,79.26,4.96,4,-4.10
4,56.85,48.41,4.95,4,-2.05
4,39.95,96.70,5.01,4,-13.28
4,5.60,9.39,4.76,4,-2.83
4,30.67,52.35,4.97,4,-3.42
4,67.27,16.84,5.10,4,-4.59
4,51.25,62.81,5.24,4,-2.64
4,84.83,124.19,5.03,4,-3.52
4,89.70,55.32,4.90,4,5.37
4,64.70,38.82,5.03,4,5.96
4,22.65,54.14,5.07,4,-24.90
4,66.02,67.85,4.92,4,-6.05
4,56.32,91.65,4.97,4,3.22
4,120.86,188.37,4.74,4,-9.96
4,44.75,79.26,4.96,4,-3.03
4,56.85,48.41,4.95,4,4.98
4,39.95,96.70,5.01,4,-12.21
4,5.60,9.39,4.76,4,-5.96
4,30.67,52.35,4.97,4,-5.27
4,67.27,16.84,5.10,4,-3.03
4,51.25,62.81,5.24,4,-4.79
4,84.83,124.19,5.03,4,-5.57
4,89.70,55.32,4.90,4,3.12
4,64.70,38.82,5.03,4,7.42
4,22.65,54.14,5.07,4,-18.26
4,66.02,67.85,4.92,4,-2.34
4,56.32,91.65,4.97,4,2.54
4,120.86,188.37,4.74,4,-6.54
4,44.75,79.26,4.96,4,-4.79
4,56.85,48.41,4.95,4,1.07
4,39.95,96.70,5.01,4,-10.64
4,5.60,9.39,4.76,4,-2.15
4,30.67,52.35,4.97,4,-6.15
4,67.27,16.84,5.10,4,0.29
4,51.25,62.81,5.24,4,-6.25
4,84.83,124.19,5.03,4,-5.66
4,89.70,55.32,4.90,4,3.12
4,64.70,38.82,5.03,4,5.37
4,22.65,54.14,5.07,4,-21.58
4,66.02,67.85,4.92,4,4.00
4,56.32,91.65,4.97,4,8.50
4,120.86,188.37,4.74,4,-8.98
4,44.75,79.26,4.96,4,-1.86
4,56.85,48.41,4.95,4,4.49
4,39.95,96.70,5.01,4,-9.28
4,5.60,9.39,4.76,4,-0.20
4,30.67,52.35,4.97,4,-5.86
4,67.27,16.84,5.10,4,-3.91
4,51.25,62.81,5.24,4,-5.08
4,84.83,124.19,5.03,4,-5.57
4,89.70,55.32,4.90,4,2.34
4,64.70,38.82,5.03,4,6.05
4,22.65,54.14,5.07,4,-22.66
4,66.02,67.85,4.92,4,-2.83
4,56.32,91.65,4.97,4,11.33
4,120.86,188.37,4.74,4,-7.71
4,44.75,79.26,4.96,4,-2.83
4,56.85,48.41,4.95,4,5.76
4,39.95,96.70,5.01,4,-17.87
4,5.60,9.39,4.76,4,-4.00
4,30.67,52.35,4.97,4,-5.08
4,67.27,16.84,5.10,4,-3.03
4,51.25,62.81,5.24,4,-5.47
4,84.83,124.19,5.03,4,-4.10
4,89.70,55.32,4.90,4,5.86
4,64.70,38.82,5.03,4,8.59
4,22.65,54.14,5.07,4,-21.68
4,66.02,67.85,4.92,4,-4.49
4,56.32,91.65,4.97,4,5.27
4,120.86,188.37,4.74,4,-6.54
4,44.75,79.26,4.96,4,-2.05
4,56.85,48.41,4.95,4,-0.39
4,39.95,96.70,5.01,4,-12.50
4,5.60,9.39,4.76,4,-4.30
4,30.67,52.35,4.97,4,-9.08
4,67.27,16.84,5.10,5,-4.39
4,51.25,62.81,5.24,5,-7.32
4,84.83,124.19,5.03,5,-5.57
4,89.70,55.32,4.90,5,-17.77
4,64.70,38.82,5.03,5,-4.49
4,22.65,54.14,5.07,5,-16.31
4,66.02,67.85,4.92,5,-6.74
4,56.32,91.65,4.97,5,-23.34
4,120.86,188.37,4.74,5,-9.67
4,44.75,79.26,4.96,5,-13.28
4,56.85,48.41,4.95,5,-13.38
4,39.95,96.70,5.01,5,-9.96
4,5.60,9.39,4.76,5,-21.19
4,30.67,52.35,4.97,5,-21.78
4,67.27,16.84,5.10,5,-5.37
4,51.25,62.81,5.24,5,-5.66
4,84.83,124.19,5.03,5,-6.64
4,89.70,55.32,4.90,5,-16.02
4,64.70,38.82,5.03,5,-4.69
4,22.65,54.14,5.07,5,-13.18
4,66.02,67.85,4.92,5,-10.45
4,56.32,91.65,4.97,5,-23.24
4,120.86,188.37,4.74,5,-17.29
4,44.75,79.26,4.96,5,-5.86
4,56.85,48.41,4.95,5,-4.98
4,39.95,96.70,5.01,5,-6.54
4,5.60,9.39,4.76,5,-21.29
4,30.67,52.35,4.97,5,-39.26
4,67.27,16.84,5.10,5,-4.30
4,51.25,62.81,5.24,5,-5.47
4,84.83,124.19,5.03,5,-5.18
4,89.70,55.32,4.90,5,-15.53
4,64.70,38.82,5.03,5,-7.42
4,22.65,54.14,5.07,5,-15.53
4,66.02,67.85,4.92,5,-17.68
4,56.32,91.65,4.97,5,-13.57
4,120.86,188.37,4.74,5,-15.04
4,44.75,79.26,4.96,5,-7.81
4,56.85,48.41,4.95,5,-20.41
4,39.95,96.70,5.01,5,-11.13
4,5.60,9.39,4.76,5,-20.61
4,30.67,52.35,4.97,5,-20.51
4,67.27,16.84,5.10,5,-5.66
4,51.25,62.81,5.24,5,-8.59
4,84.83,124.19,5.03,5,-5.57
4,89.70,55.32,4.90,5,-20.31
4,64.70,38.82,5.03,5,-6.05
4,22.65,54.14,5.07,5,-14.16
4,66.02,67.85,4.92,5,-22.07
4,56.32,91.65,4.97,5,-19.04
4,120.86,188.37,4.74,5,-16.50
4,44.75,79.26,4.96,5,-7.71
4,56.85,48.41,4.95,5,-13.28
4,39.95,96.70,5.01,5,-9.18
4,5.60,9.39,4.76,5,-20.80
4,30.67,52.35,4.97,5,-37.30
4,67.27,16.84,5.10,6,-4.10
4,51.25,62.81,5.24,6,-4.98
4,84.83,124.19,5.03,6,-5.66
4,89.70,55.32,4.90,6,-19.04
4,64.70,38.82,5.03,6,-4.00
4,22.65,54.14,5.07,6,-15.33
4,66.02,67.85,4.92,6,-9.86
4,56.32,91.65,4.97,6,-23.34
4,120.86,188.37,4.74,6,-10.84
4,44.75,79.26,4.96,6,-6.64
4,56.85,48.41,4.95,6,-12.79
4,39.95,96.70,5.01,6,-12.70
4,5.60,9.39,4.76,6,-21.48
4,30.67,52.35,4.97,6,-37.99
4,67.27,16.84,5.10,6,-5.27
4,51.25,62.81,5.24,6,-4.10
4,84.83,124.19,5.03,6,-6.45
4,89.70,55.32,4.90,6,-17.48
4,64.70,38.82,5.03,6,-4.00
4,22.65,54.14,5.07,6,-13.38
4,66.02,67.85,4.92,6,-9.77
4,56.32,91.65,4.97,6,-22.66
4,120.86,188.37,4.74,6,-15.72
4,44.75,79.26,4.96,6,-8.01
4,56.85,48.41,4.95,6,-4.20
4,39.95,96.70,5.01,6,-4.69
4,5.60,9.39,4.76,6,-21.88
4,30.67,52.35,4.97,6,-37.79
4,67.27,16.84,5.10,6,-6.15
4,51.25,62.81,5.24,6,-5.86
4,84.83,124.19,5.03,6,-4.79
4,89.70,55.32,4.90,6,-15.33
4,64.70,38.82,5.03,6,-4.00
4,22.65,54.14,5.07,6,-14.84
4,66.02,67.85,4.92,6,-7.23
4,56.32,91.65,4.97,6,-24.12
4,120.86,188.37,4.74,6,-16.80
4,44.75,79.26,4.96,6,-6.54
4,56.85,48.41,4.95,6,-15.53
4,39.95,96.70,5.01,6,-9.96
4,5.60,9.39,4.76,6,-22.95
4,30.67,52.35,4.97,6,-20.90
4,67.27,16.84,5.10,6,-5.86
4,51.25,62.81,5.24,6,-12.21
4,84.83,124.19,5.03,6,-5.47
4,89.70,55.32,4.90,6,-18.95
4,64.70,38.82,5.03,6,-5.66
4,22.65,54.14,5.07,6,-15.72
4,66.02,67.85,4.92,6,-12.30
4,56.32,91.65,4.97,6,-21.68
4,120.86,188.37,4.74,6,-13.87
4,44.75,79.26,4.96,6,-6.74
4,56.85,48.41,4.95,6,-14.26
4,39.95,96.70,5.01,6,-9.47
4,5.60,9.39,4.76,6,-20.61
4,30.67,52.35,4.97,6,-41.02
4,67.27,16.84,5.10,7,0.68
4,51.25,62.81,5.24,7,0.68
4,84.83,124.19,5.03,7,0.59
4,89.70,55.32,4.90,7,18.07
4,64.70,38.82,5.03,7,0.39
4,22.65,54.14,5.07,7,0.20
4,66.02,67.85,4.92,7,20.41
4,56.32,91.65,4.97,7,32.42
4,120.86,188.37,4.74,7,3.91
4,44.75,79.26,4.96,7,0.88
4,56.85,48.41,4.95,7,5.37
4,39.95,96.70,5.01,7,0.78
4,5.60,9.39,4.76,7,10.25
4,30.67,52.35,4.97,7,21.58
4,67.27,16.84,5.10,7,0.20
4,51.25,62.81,5.24,7,0.49
4,84.83,124.19,5.03,7,0.39
4,89.70,55.32,4.90,7,15.23
4,64.70,38.82,5.03,7,0.68
4,22.65,54.14,5.07,7,0.00
4,66.02,67.85,4.92,7,2.15
4,56.32,91.65,4.97,7,36.13
4,120.86,188.37,4.74,7,5.37
4,44.75,79.26,4.96,7,0.39
4,56.85,48.41,4.95,7,4.98
4,39.95,96.70,5.01,7,1.76
4,5.60,9.39,4.76,7,11.33
4,30.67,52.35,4.97,7,22.07
4,67.27,16.84,5.10,7,0.59
4,51.25,62.81,5.24,7,0.10
4,84.83,124.19,5.03,7,0.39
4,89.70,55.32,4.90,7,12.40
4,64.70,38.82,5.03,7,0.49
4,22.65,54.14,5.07,7,0.10
4,66.02,67.85,4.92,7,7.13
4,56.32,91.65,4.97,7,39.06
4,120.86,188.37,4.74,7,4.79
4,44.75,79.26,4.96,7,0.20
4,56.85,48.41,4.95,7,8.98
4,39.95,96.70,5.01,7,1.66
4,5.60,9.39,4.76,7,15.33
4,30.67,52.35,4.97,7,5.66
4,67.27,16.84,5.10,7,0.00
4,51.25,62.81,5.24,7,0.59
4,84.83,124.19,5.03,7,0.78
4,89.70,55.32,4.90,7,14.06
4,64.70,38.82,5.03,7,0.20
4,22.65,54.14,5.07,7,0.20
4,66.02,67.85,4.92,7,1.37
4,56.32,91.65,4.97,7,14.26
4,120.86,188.37,4.74,7,6.25
4,44.75,79.26,4.96,7,0.20
4,56.85,48.41,4.95,7,9.38
4,39.95,96.70,5.01,7,0.98
4,5.60,9.39,4.76,7,14.16
4,30.67,52.35,4.97,7,19.63
0,98.63,137.72,4.97,4,-3.12
0,98.63,137.72,4.97,4,-9.57
0,98.63,137.72,4.97,4,-1.37
0,98.63,137.72,4.97,4,-9.18
0,98.63,137.72,4.97,4,-3.71
0,98.63,137.72,4.97,4,-5.96
0,98.63,137.72,4.97,4,-7.81
0,98.63,137.72,4.97,4,-4.79
0,98.63,137.72,4.97,4,-3.12
0,98.63,137.72,4.97,4,-3.42
0,98.63,137.72,4.97,4,-1.66
0,98.63,137.72,4.97,5,-16.21
0,98.63,137.72,4.97,5,-10.45
0,98.63,137.72,4.97,5,-9.18
0,98.63,137.72,4.97,6,-11.04
0,98.63,137.72,4.97,6,-10.94
0,98.63,137.72,4.97,6,-11.04
0,98.63,137.72,4.97,7,2.54
0,98.63,137.72,4.97,7,3.61
0,98.63,137.72,4.97,7,16.02
1,45.22,33.84,4.64,4,2.05
1,90.74,82.31,4.72,4,-3.61
1,69.48,83.94,4.76,4,-7.91
1,127.24,102.90,4.69,4,-10.16
1,89.01,44.58,4.92,4,-12.60
1,45.22,33.84,4.64,4,0.00
1,90.74,82.31,4.72,4,-2.54
1,69.48,83.94,4.76,4,-9.08
1,127.24,102.90,4.69,4,-7.71
1,89.01,44.58,4.92,4,-13.18
1,45.22,33.84,4.64,4,1.17
1,90.74,82.31,4.72,4,-2.44
1,69.48,83.94,4.76,4,-2.93
1,127.24,102.90,4.69,4,-6.74
1,89.01,44.58,4.92,4,-11.13
1,45.22,33.84,4.64,4,-1.56
1,90.74,82.31,4.72,4,-3.22
1,69.48,83.94,4.76,4,-4.49
1,127.24,102.90,4.69,4,-5.86
1,89.01,44.58,4.92,4,-13.96
1,45.22,33.84,4.64,4,-0.10
1,90.74,82.31,4.72,4,-4.59
1,69.48,83.94,4.76,4,-5.66
1,127.24,102.90,4.69,4,-6.64
1,89.01,44.58,4.92,4,-13.09
1,45.22,33.84,4.64,4,3.12
1,90.74,82.31,4.72,4,-1.86
1,69.48,83.94,4.76,4,-6.74
1,127.24,102.90,4.69,4,-6.84
1,89.01,44.58,4.92,4,-14.36
1,45.22,33.84,4.64,4,-0.98
1,90.74,82.31,4.72,4,-2.93
1,69.48,83.94,4.76,4,-6.05
1,127.24,102.90,4.69,4,-7.13
1,89.01,44.58,4.92,4,-12.21
1,45.22,33.84,4.64,4,0.20
1,90.74,82.31,4.72,4,0.20
1,69.48,83.94,4.76,4,-8.01
1,127.24,102.90,4.69,4,-5.47
1,89.01,44.58,4.92,4,-11.82
1,45.22,33.84,4.64,4,-2.73
1,90.74,82.31,4.72,4,-3.52
1,69.48,83.94,4.76,4,-8.20
1,127.24,102.90,4.69,4,-5.47
1,89.01,44.58,4.92,4,-13.96
1,45.22,33.84,4.64,4,0.39
1,90.74,82.31,4.72,4,-3.71
1,69.48,83.94,4.76,4,-8.11
1,127.24,102.90,4.69,4,-8.01
1,89.01,44.58,4.92,4,-10.64
1,45.22,33.84,4.64,4,-2.54
1,90.74,82.31,4.72,4,-6.35
1,69.48,83.94,4.76,4,-2.93
1,127.24,102.90,4.69,4,-6.35
1,89.01,44.58,4.92,4,-14.65
1,45.22,33.84,4.64,5,-10.84
1,90.74,82.31,4.72,5,-18.26
1,69.48,83.94,4.76,5,-9.86
1,127.24,102.90,4.69,5,-5.76
1,89.01,44.58,4.92,5,-4.39
1,45.22,33.84,4.64,5,-14.84
1,90.74,82.31,4.72,5,-17.09
1,69.48,83.94,4.76,5,-10.25
1,127.24,102.90,4.69,5,-7.03
1,89.01,44.58,4.92,5,-7.03
1,45.22,33.84,4.64,5,-9.86
1,90.74,82.31,4.72,5,-16.41
1,69.48,83.94,4.76,5,-6.05
1,127.24,102.90,4.69,5,-7.23
1,89.01,44.58,4.92,5,-8.79
1,45.22,33.84,4.64,6,-11.91
1,90.74,82.31,4.72,6,-17.97
1,69.48,83.94,4.76,6,-8.11
1,127.24,102.90,4.69,6,-8.20
1,89.01,44.58,4.92,6,-5.27
1,45.22,33.84,4.64,6,-15.82
1,90.74,82.31,4.72,6,-18.55
1,69.48,83.94,4.76,6,-10.94
1,127.24,102.90,4.69,6,-9.08
1,89.01,44.58,4.92,6,-8.20
1,45.22,33.84,4.64,6,-9.47
1,90.74,82.31,4.72,6,-17.09
1,69.48,83.94,4.76,6,-6.74
1,127.24,102.90,4.69,6,-7.13
1,89.01,44.58,4.92,6,-8.40
1,45.22,33.84,4.64,7,1.86
1,90.74,82.31,4.72,7,1.95
1,69.48,83.94,4.76,7,0.98
1,127.24,102.90,4.69,7,3.81
1,89.01,44.58,4.92,7,2.73
1,45.22,33.84,4.64,7,8.01
1,90.74,82.31,4.72,7,8.01
1,69.48,83.94,4.76,7,2.73
1,127.24,102.90,4.69,7,6.35
1,89.01,44.58,4.92,7,4.10
1,45.22,33.84,4.64,7,2.83
1,90.74,82.31,4.72,7,1.95
1,69.48,83.94,4.76,7,1.17
1,127.24,102.90,4.69,7,2.73
1,89.01,44.58,4.92,7,1.27
2,102.72,183.36,4.50,4,2.05
2,129.10,148.57,4.69,4,4.20
2,121.06,151.07,4.66,4,-2.25
2,87.95,139.41,4.65,4,2.73
2,63.27,87.00,4.61,4,-1.07
2,102.72,183.36,4.50,4,1.07
2,129.10,148.57,4.69,4,6.74
2,121.06,151.07,4.66,4,-3.22
2,87.95,139.41,4.65,4,3.42
2,63.27,87.00,4.61,4,-5.37
2,102.72,183.36,4.50,4,1.76
2,129.10,148.57,4.69,4,2.25
2,121.06,151.07,4.66,4,-3.61
2,87.95,139.41,4.65,4,3.91
2,63.27,87.00,4.61,4,-1.95
2,102.72,183.36,4.50,4,3.03
2,129.10,148.57,4.69,4,2.64
2,121.06,151.07,4.66,4,-1.95
2,87.95,139.41,4.65,4,3.91
2,63.27,87.00,4.61,4,-1.66
2,102.72,183.36,4.50,4,0.49
2,129.10,148.57,4.69,4,1.66
2,121.06,151.07,4.66,4,-4.79
2,87.95,139.41,4.65,4,4.20
2,63.27,87.00,4.61,4,-2.93
2,102.72,183.36,4.50,4,3.12
2,129.10,148.57,4.69,4,-0.88
2,121.06,151.07,4.66,4,-2.25
2,87.95,139.41,4.65,4,0.98
2,63.27,87.00,4.61,4,-3.42
2,102.72,183.36,4.50,4,3.12
2,129.10,148.57,4.69,4,4.39
2,121.06,151.07,4.66,4,0.49
2,87.95,139.41,4.65,4,0.49
2,63.27,87.00,4.61,4,-1.27
2,102.72,183.36,4.50,4,1.46
2,129.10,148.57,4.69,4,1.37
2,121.06,151.07,4.66,4,-0.98
2,87.95,139.41,4.65,4,2.54
2,63.27,87.00,4.61,4,-2.44
2,102.72,183.36,4.50,4,8.11
2,129.10,148.57,4.69,4,3.52
2,121.06,151.07,4.66,4,-1.95
2,87.95,139.41,4.65,4,2.25
2,63.27,87.00,4.61,4,0.10
2,102.72,183.36,4.50,4,2.54
2,129.10,148.57,4.69,4,3.71
2,121.06,151.07,4.66,4,-3.42
2,87.95,139.41,4.65,4,3.71
2,63.27,87.00,4.61,4,-4.20
2,102.72,183.36,4.50,4,2.05
2,129.10,148.57,4.69,4,3.32
2,121.06,151.07,4.66,4,-2.54
2,87.95,139.41,4.65,4,1.37
2,63.27,87.00,4.61,4,-2.64
2,102.72,183.36,4.50,5,-4.59
2,129.10,148.57,4.69,5,-5.47
2,121.06,151.07,4.66,5,-5.08
2,87.95,139.41,4.65,5,-5.96
2,63.27,87.00,4.61,5,-6.25
2,102.72,183.36,4.50,5,-4.79
2,129.10,148.57,4.69,5,-5.37
2,121.06,151.07,4.66,5,-3.42
2,87.95,139.41,4.65,5,-4.39
2,63.27,87.00,4.61,5,-5.76
2,102.72,183.36,4.50,5,-4.30
2,129.10,148.57,4.69,5,-4.69
2,121.06,151.07,4.66,5,-5.57
2,87.95,139.41,4.65,5,-6.35
2,63.27,87.00,4.61,5,-11.72
2,102.72,183.36,4.50,6,-6.25
2,129.10,148.57,4.69,6,-6.15
2,121.06,151.07,4.66,6,-6.05
2,87.95,139.41,4.65,6,-5.57
2,63.27,87.00,4.61,6,-6.54
2,102.72,183.36,4.50,6,-4.79
2,129.10,148.57,4.69,6,-3.71
2,121.06,151.07,4.66,6,-3.71
2,87.95,139.41,4.65,6,-4.49
2,63.27,87.00,4.61,6,-5.18
2,102.72,183.36,4.50,6,-5.76
2,129.10,148.57,4.69,6,-5.18
2,121.06,151.07,4.66,6,-4.98
2,87.95,139.41,4.65,6,-5.47
2,63.27,87.00,4.61,6,-5.27
2,102.72,183.36,4.50,7,1.56
2,129.10,148.57,4.69,7,6.15
2,121.06,151.07,4.66,7,0.98
2,87.95,139.41,4.65,7,1.86
2,63.27,87.00,4.61,7,1.17
2,102.72,183.36,4.50,7,0.88
2,129.10,148.57,4.69,7,1.17
2,121.06,151.07,4.66,7,0.10
2,87.95,139.41,4.65,7,0.88
2,63.27,87.00,4.61,7,1.46
2,102.72,183.36,4.50,7,1.46
2,129.10,148.57,4.69,7,0.88
2,121.06,151.07,4.66,7,1.37
2,87.95,139.41,4.65,7,0.88
2,63.27,87.00,4.61,7,0.78
5,112.55,56.80,4.82,4,-5.08
5,116.20,33.86,4.89,4,6.74
5,128.49,91.27,4.72,4,1.37
5,86.72,72.87,4.79,4,-2.54
5,88.01,29.43,5.02,4,-5.47
5,112.55,56.80,4.82,4,-2.34
5,116.20,33.86,4.89,4,2.64
5,128.49,91.27,4.72,4,2.93
